title,year,importance,theme,subtheme,source_quality,repo_relevance,curated_tags,tag_count,tag_token_estimate,tag_rationale,model,error
LLM Generated Persona is a Promise with a Catch,2025,Important,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,substantial_full_text,important,synthetic population generation; persona bias detection; political opinion simulation; leftward drift analysis; silicon sample validity; election forecast modeling; sentiment positivity bias; demographic sampling tiers; opinionqa dataset evaluation; representativeness calibration,10,38,"Tags are derived directly from the paper's focus on systematic biases in LLM-generated personas for social simulation, specifically highlighting political drift, validation against election data, and the concept of 'silicon samples'.",Qwen/Qwen3.6-35B-A3B,
Large Language Models as Subpopulation Representative Models: A Review,2023,Important,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,substantial_full_text,important,synthetic population modeling; public opinion estimation; demographic simulation; behavior elicitation techniques; political opinion mining; survey response bias; low response rate solutions; spatial cell sparsity; synthetic human agents; opinion forecasting frameworks,10,39,"Tags are derived directly from the paper's focus on using LLMs to simulate demographic segments for public opinion measurement, covering methods, tasks, and specific challenges like response bias and cell sparsity.",Qwen/Qwen3.6-35B-A3B,
Network formation and dynamics among multi-LLMs,2024,Curated,Multi-Agent Social Simulation and Synthetic Societies,"Social networks, movements, and polarization",substantial_full_text,core,multi agent social simulation; synthetic society generation; link formation benchmarking; homophily reproduction; triadic closure dynamics; preferential attachment modeling; social network topology; human behavior alignment; synthetic data validation; ai bias in networks,10,40,"Tags derive directly from the paper's focus on benchmarking LLM link-formation against human social network principles like homophily and triadic closure, while noting the synthetic data and bias implications.",Qwen/Qwen3.6-35B-A3B,
OASIS: Open Agent Social Interaction Simulations with One Million Agents,2024,Curated,Multi-Agent Social Simulation and Synthetic Societies,Generative agents and social simulation platforms,substantial_full_text,core,multi agent social simulation; synthetic society modeling; scalable agent architecture; group polarization dynamics; herd effect replication; social media information spread; large scale opinion diversity; uncensored agent behavior; modular simulation framework; distributed inference systems,10,42,"Tags are derived directly from the paper's title, theme, and detailed summary, focusing on the specific methodology (scalable agent architecture), observed phenomena (polarization, herd effects), and system components (modular framework) without using forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
"Out of One, Many: Using Language Models to Simulate Human Samples",2023,Important,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,substantial_full_text,core,synthetic population generation; silicon sampling method; algorithmic fidelity metric; demographic conditioning; political attitude simulation; voting pattern replication; survey response proxy; social science hypothesis generation; misuse risk assessment; us public opinion domain,10,40,"Tags derived from the paper's core argument on using conditioned language models to replicate human survey data, focusing on the specific method (silicon sampling), validation metrics (algorithmic fidelity), and application domain (political attitudes) while excluding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
POSIM: A Multi-Agent Simulation Framework for Social Media Public Opinion Evolution and Governance,2026,Curated,Multi-Agent Social Simulation and Synthetic Societies,"Social networks, movements, and polarization",substantial_full_text,core,multi agent simulation; social media opinion; public opinion evolution; bdi cognitive architecture; hawkes temporal dynamics; empathy paradox; governance strategy evaluation; weibo platform data; information cascade; sentiment polarization,10,36,"Tags are derived directly from the title, theme, and detailed summary, focusing on the specific simulation framework (POSIM), its technical components (BDI, Hawkes), the domain object (Weibo, public opinion), and key findings (empathy paradox, polarization), while strictly avoiding forbidden broad AI/ML terms.",Qwen/Qwen3.6-35B-A3B,
Psychologically-Valid Generative Agents: A Novel Approach to Agent-Based Modeling in Social Sciences,2024,Curated,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,substantial_full_text,core,agent based modeling; cognitive architecture integration; stance detection initialization; synthetic population simulation; epidemiological behavior forecasting; cognitive instance based learning; theory of mind simulation; social media data integration; mask wearing behavior prediction; computational social simulation,10,43,"Tags are derived directly from the paper's core methodology (ACT-R, stance detection), application domain (epidemiology, social simulation), and specific validation tasks (mask-wearing), avoiding all forbidden broad terms while maintaining specificity to the proposed PVGA framework.",Qwen/Qwen3.6-35B-A3B,
S3: Social-network Simulation System with Large Language Model-Empowered Agents,2023,Important,Multi-Agent Social Simulation and Synthetic Societies,Generative agents and social simulation platforms,substantial_full_text,core,social network simulation; llm empowered agents; agent based modeling; synthetic society generation; information propagation; emotion dynamics; attitude evolution; prompt engineering agents; real world social data; zero shot simulation,10,37,"Tags are derived directly from the title, theme, and detailed summary, focusing on the specific system (S3), methodology (LLM agents, prompt engineering), and observed phenomena (propagation, emotion) while avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Simulating Online Social Media Conversations on Controversial Topics Using AI Agents Calibrated on Real-World Data,2025,Curated,Multi-Agent Social Simulation and Synthetic Societies,"Social networks, movements, and polarization",substantial_full_text,core,multi agent social simulation; synthetic society modeling; opinion dynamics calibration; political polarization simulation; in group homophily reproduction; out group interaction bias; toxicity heterogeneity analysis; friedkin johnsen model comparison; llm agent behavioral fidelity; italian election data simulation,10,45,"Tags are derived directly from the paper's focus on simulating political conversations using LLM agents calibrated on Italian election data, highlighting specific behavioral findings like homophily and toxicity limitations.",Qwen/Qwen3.6-35B-A3B,
Simulating Public Opinion: Comparing Distributional and Individual-Level Predictions from LLMs and Random Forests,2025,Important,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,partial_text,important,public opinion simulation; synthetic population modeling; aggregate belief distribution; zero shot political prediction; american national election studies; jensen shannon distance; random forest baseline; gemma3 language model; individual level accuracy; computational social simulation,10,41,"Tags are derived directly from the title, summary, and methodology of the provided metadata, focusing on the specific task, dataset, and evaluation metrics while avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Social Simulacra: Creating Populated Prototypes for Social Computing Systems,2022,Curated,Multi-Agent Social Simulation and Synthetic Societies,Generative agents and social simulation platforms,substantial_full_text,core,social computing prototyping; synthetic user generation; emergent behavior anticipation; simulated community dynamics; persona population scaling; prompt chain orchestration; human ai distinction testing; designer utility evaluation; text based interaction modeling; harmful content risk assessment,10,42,"Tags are derived directly from the paper's focus on using LLMs for social system prototyping, synthetic persona creation, and evaluating designer utility and safety risks, avoiding all forbidden broad AI or social science terms.",Qwen/Qwen3.6-35B-A3B,
SocioVerse: A World Model for Social Simulation Powered by LLM Agents and A Pool of 10 Million Real-World Users,2025,Curated,Multi-Agent Social Simulation and Synthetic Societies,Generative agents and social simulation platforms,substantial_full_text,core,multi agent social simulation; synthetic society modeling; llm agent world model; demographic alignment engine; social media user pool; election prediction benchmark; economic survey simulation; news feedback dynamics; agent behavior alignment; population fidelity validation,10,42,"Tags are derived directly from the paper's title, summary, and experimental domains, focusing on the specific simulation framework, data sources, and validation tasks while avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Surveying with AI: Simulating Human Responses Using Personalized LLM Agents and Social Media Data,2025,Curated,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,metadata_or_very_short,core,synthetic survey generation; personalized agent simulation; social media data integration; survey response validation; subjective variance limitation; llm based survey simulation; synthetic human responses,7,29,"Tags derived strictly from the title and summary, focusing on the method (synthetic survey generation), data source (social media data integration), and key finding (subjective variance limitation) while avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
This human study did not involve human subjects: Validating LLM simulations as behavioral evidence,2026,Curated,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,substantial_full_text,core,synthetic participant validation; statistical calibration methods; heuristic validation critique; llm bias correction; causal inference simulation; auxiliary human data; behavioral science experiments; confirmatory research standards; simulation epistemic validity; synthetic population calibration,10,39,"Tags derive directly from the paper's core argument contrasting heuristic validation with statistical calibration for LLM simulations in behavioral science, focusing on methodological rigor and bias correction without using forbidden terms.",Qwen/Qwen3.6-35B-A3B,
TwinVoice: A Multi-dimensional Benchmark Towards Digital Twins via LLM Persona Simulation,2025,Watchlist,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,substantial_full_text,peripheral,persona simulation benchmark; digital twin evaluation; synthetic population testing; human baseline comparison; memory recall assessment; persona tone fidelity; social media dialogue data; narrative fiction simulation; multi agent capability metrics; open source ai leaderboard,10,42,"Tags are derived directly from the paper's title, summary, and data descriptions, focusing on the specific benchmark, evaluation dimensions, and datasets without using forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Understanding Online Polarization Through Human-Agent Interaction in a Synthetic LLM-Based Social Network,2025,Important,Multi-Agent Social Simulation and Synthetic Societies,"Social networks, movements, and polarization",substantial_full_text,important,synthetic social network; human agent interaction; online polarization dynamics; affective polarization; epistemic closure; group identity salience; perceived emotionality; recommendation bias; universal basic income debate; experimental social simulation,10,36,"Tags are derived directly from the paper's focus on experimental validation of polarization mechanisms via human-agent interaction in a synthetic environment, avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Unveiling the Truth and Facilitating Change: Towards Agent-based Large-scale Social Movement Simulation,2024,Curated,Multi-Agent Social Simulation and Synthetic Societies,"Social networks, movements, and polarization",substantial_full_text,core,social movement simulation; hybrid agent modeling; opinion dynamics; echo chamber replication; social media benchmark; llm agent integration; deductive abm; polarization analysis; toxicity intervention; public debate spaces,10,35,"Tags derive directly from the paper's hybrid framework (LLM for core users, ABM for ordinary users), its focus on simulating social movements and opinion dynamics, and its evaluation using specific real-world datasets and intervention strategies.",Qwen/Qwen3.6-35B-A3B,
Using Large Language Models to Simulate Multiple Humans and Replicate Human Subject Studies,2023,Curated,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,substantial_full_text,core,turing experiments; synthetic human simulation; behavioral fidelity evaluation; hyper accuracy distortion; wisdom of crowds replication; ultimatum game simulation; milgram experiment replication; population level modeling; alignment artifact detection; demographic nuance limitation,10,39,"Tags derive directly from the paper's methodology (Turing Experiments), specific experimental domains (Ultimatum Game, Milgram, Wisdom of Crowds), and key findings (hyper-accuracy distortion, demographic limitations) without using forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
"Valid Survey Simulations with Limited Human Data: The Roles of Prompting, Fine-Tuning, and Rectification",2025,Important,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,substantial_full_text,important,synthetic respondent generation; survey bias reduction; post hoc debiasing; llm survey simulation; human data allocation; synthetic population calibration; nhanes dietary data; american trends panel; bias variance tradeoff; subgroup bias amplification,10,39,"Tags are derived directly from the paper's focus on LLM-based survey simulation, specific rectification methods, and the two named US datasets, while avoiding forbidden broad terms by using precise methodological and domain descriptors.",Qwen/Qwen3.6-35B-A3B,
Validating Generative Agent-Based Models of Social Norm Enforcement: From Replication to Novel Predictions,2025,Curated,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,substantial_full_text,core,social dilemma simulation; agent based model validation; third party punishment; public goods game; social norm enforcement; theory of mind agents; synthetic population behavior; cognitive architecture replication; gossip and ostracism; norm development dynamics,10,41,"Tags are derived directly from the paper's focus on validating generative agent-based models through specific social dilemma paradigms like third-party punishment and public goods games, emphasizing the cognitive components and social norms involved.",Qwen/Qwen3.6-35B-A3B,
"Vox Populi, Vox AI? Using Language Models to Estimate German Public Opinion",2024,Important,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,substantial_full_text,important,synthetic population generation; public opinion estimation; election vote prediction; cross national bias detection; training data disparity; political simulation accuracy; german election study; llm opinion bias; survey response mimicry; digital divide impact,10,40,"Tags are derived directly from the paper's evaluation of GPT-3.5 on German election data, focusing on method (synthetic populations), task (vote prediction), and findings (bias, accuracy limits) while avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
A Turing test of whether AI chatbots are behaviorally similar to humans,2024,Watchlist,Peripheral and Borderline Materials,Generic negotiation and behavioral games,abstract_only,watchlist,behavioral turing test; ai personality assessment; game theory benchmarks; trust and fairness games; altruism measurement; cooperation bias detection; human ai comparison; ai behavioral assessment; turing test,9,34,"Tags derived from the abstract-only summary focusing on the specific behavioral metrics (trust, fairness, altruism) and the comparative evaluation framework, with no access to full methodology for deeper verification.",Qwen/Qwen3.6-35B-A3B,
"AI deception: A survey of examples, risks, and potential solutions",2023,Watchlist,Peripheral and Borderline Materials,Generic AI safety and language-bias background,substantial_full_text,peripheral,ai deception survey; strategic deception examples; sycophancy behavior; game playing deception; deception risk assessment; bot transparency laws; safety test evasion; deception detection tools; regulatory frameworks ai; loss of control risks,10,39,"Tags reflect the paper's peripheral status as a survey of deceptive behaviors, risks, and policy responses without using forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
AI-Augmented Strategic Decision-Making Under Time Constraints: An Experimental Study on Mental Representations and Strategic Foresight,2026,Watchlist,Peripheral and Borderline Materials,Business and managerial strategy,abstract_only,peripheral,startup evaluation; mental representation shift; strategic foresight accuracy; cognitive information overload; psychological ownership reduction; experimental decision study; managerial strategy evaluation; time pressure effects; strategic foresight,9,33,Source is abstract_only; tags infer cognitive and managerial concepts from the title and summary without accessing full statistical details.,Qwen/Qwen3.6-35B-A3B,
Advancing Decision-Making through AI-Human Collaboration: A Systematic Review and Conceptual Framework,2026,Watchlist,Peripheral and Borderline Materials,Generic decision support and human-AI workflow,substantial_full_text,peripheral,human ai collaboration; bounded rationality redistribution; decision making paradigms; organizational workflow design; systematic literature review; bibliometric analysis mapping; cognitive processing depth; heuristic analytical reasoning; conceptual framework taxonomy; ai human collaboration,10,39,"Tags derive from the paper's core themes of human-AI collaboration paradigms, bounded rationality, and bibliometric methodology, adhering to the peripheral material scope and avoiding forbidden terms.",Qwen/Qwen3.6-35B-A3B,
An Institutional Theory Framework for Leveraging Large Language Models for Policy Analysis and Intervention Design,2025,Watchlist,Peripheral and Borderline Materials,Generic decision support and human-AI workflow,partial_text,peripheral,institutional theory framework; human ai collaboration; policy intervention design; institutional intelligence; mixed methods case studies; hospitality sector analysis; food security applications; educational development context; multilingual data processing; evidence based interventions,10,39,"Tags are derived from the paper's core theoretical construct, methodological approach, and specific application domains, while strictly avoiding forbidden terms like 'policy analysis' and 'large language model' by using narrower, descriptive phrases.",Qwen/Qwen3.6-35B-A3B,
Beyond Black Boxes: Designing and Testing Agentic AI Systems for Strategy,2026,Watchlist,Peripheral and Borderline Materials,Business and managerial strategy,abstract_only,peripheral,agentic multiagent systems; strategic decision making; managerial strategy evaluation; human ai collaboration; system architecture design; randomized controlled experiment; managerial confidence inflation; user system problem fit; agentic ai systems,9,36,"Tags derived from abstract-only metadata for a peripheral paper on agentic AI in business strategy, focusing on experimental design and managerial outcomes without inferring specific model details.",Qwen/Qwen3.6-35B-A3B,
"Bias in, symbolic compliance out? GPT's reliance on gender and race in strategic evaluations",2026,Watchlist,Peripheral and Borderline Materials,Business and managerial strategy,abstract_only,watchlist,startup pitch evaluation; founder demographic bias; symbolic compliance behavior; algorithmic fairness audit; strategic decision bias; gender race discrimination; llm bias mitigation; evaluative logic persistence; algorithmic bias,9,34,"Tags are derived from the abstract summary of an experimental study on GPT's bias in startup pitch assessments, with limited methodological detail due to abstract-only source quality.",Qwen/Qwen3.6-35B-A3B,
Can A Society of Generative Agents Simulate Human Behavior and Inform Public Health Policy? A Case Study on Vaccine Hesitancy,2025,Watchlist,Peripheral and Borderline Materials,Policy-adjacent service delivery and operations,substantial_full_text,peripheral,vaccine hesitancy simulation; multi agent health modeling; llm attitude modulation; synthetic demographic profiling; policy impact forecasting; agent based public health; llm bias correction; simulation warmup techniques; health decision modeling; vaccination behavior analysis,10,41,"Tags are derived from the paper's specific focus on the VACSIM framework, its use of LLM-powered agents to model vaccine hesitancy, and its methodological innovations like attitude modulation, while strictly avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Can AI Do Strategy?,2026,Watchlist,Peripheral and Borderline Materials,Business and managerial strategy,abstract_only,peripheral,strategic task classification; causal reasoning hierarchy; organizational delegation levels; performance measurability; managerial strategy evaluation; strategic accountability frameworks; cognitive task decomposition; ai capability boundaries; ai strategy,9,33,"Tags derived from the conceptual framework of causal ladders, delegation autonomy, and performance measurability described in the abstract-only source.",Qwen/Qwen3.6-35B-A3B,
Communication Enhances LLMs' Stability in Strategic Thinking,2026,Watchlist,Peripheral and Borderline Materials,Generic negotiation and behavioral games,substantial_full_text,peripheral,multi agent simulation; repeated prisoner dilemma; cheap talk communication; strategic stability; behavioral predictability; trajectory noise reduction; model volatility analysis; contextual framing effects; networked interaction dynamics; pre play messaging,10,37,"Tags are derived directly from the paper's experimental design, specific game theory context, and measured outcomes, avoiding forbidden broad AI terms while capturing the niche focus on behavioral stability in strategic games.",Qwen/Qwen3.6-35B-A3B,
Cooperate or Collapse: Emergence of Sustainable Cooperation in a Society of LLM Agents,2024,Watchlist,Peripheral and Borderline Materials,Generic negotiation and behavioral games,substantial_full_text,peripheral,multi agent simulation; tragedy of the commons; resource dilemma; llm agent benchmarking; govsim platform; cooperative equilibrium; long term strategic reasoning; moral reasoning prompts; multi turn communication; greedy newcomer robustness,10,38,"Tags derived from the paper's focus on LLM agents in resource dilemmas, specifically highlighting the GovSim platform, tragedy of the commons framework, and key findings regarding communication and moral reasoning prompts.",Qwen/Qwen3.6-35B-A3B,
Cultural Evolution of Cooperation among LLM Agents,2024,Watchlist,Peripheral and Borderline Materials,Generic negotiation and behavioral games,substantial_full_text,peripheral,multi agent social dynamics; iterated donor game; cultural evolution simulation; costly punishment mechanisms; indirect reciprocity norms; model dependent cooperation; generational strategy transmission; multi agent safety benchmark; homogeneous agent populations; cooperative infrastructure testing,10,41,"Tags derive directly from the paper's focus on multi-agent behavioral games and cultural evolution, avoiding forbidden broad terms while capturing specific methods, tasks, and evaluation contexts.",Qwen/Qwen3.6-35B-A3B,
DataGovBench: Benchmarking LLM Agents for Real-World Data Governance Workflows,2025,Watchlist,Peripheral and Borderline Materials,Generic decision support and human-AI workflow,substantial_full_text,peripheral,data governance benchmark; multi agent planning; retrieval augmented generation; code synthesis debugging; directed acyclic graph; task success rate; sandboxed execution; feedback driven correction; data quality assurance; workflow reliability,10,37,"Tags are derived from the paper's specific contributions (benchmarks, agent architecture, metrics) and domain focus (data governance), avoiding forbidden broad AI terms while reflecting the peripheral relevance of the work.",Qwen/Qwen3.6-35B-A3B,
Decision-Making Behavior Evaluation Framework for LLMs under Uncertain Context,2024,Watchlist,Peripheral and Borderline Materials,Generic negotiation and behavioral games,substantial_full_text,peripheral,behavioral economics framework; risk preference estimation; probability weighting analysis; loss aversion measurement; socio demographic bias detection; model specific variation analysis; multiple choice list experiment; uncertain context evaluation; ethical deployment guidelines; demographic persona simulation,10,42,"Tags are derived directly from the paper's behavioral economics methodology, specific bias metrics, and experimental design, avoiding forbidden general terms while capturing the peripheral nature of the study.",Qwen/Qwen3.6-35B-A3B,
Determinants of LLM-assisted Decision-Making,2024,Watchlist,Peripheral and Borderline Materials,Generic decision support and human-AI workflow,substantial_full_text,peripheral,human ai collaboration; llm dependency framework; trust calibration; prompt engineering impact; algorithmic transparency; over reliance risk; hybrid team dynamics; decision quality metrics; human computer interaction; llm assisted decision making,10,38,"Tags are derived from the paper's integrative literature review of technological, psychological, and decision-specific factors in human-AI workflows, focusing on the proposed dependency framework and associated risks like over-reliance.",Qwen/Qwen3.6-35B-A3B,
Diversity and language technology: how language modeling bias causes epistemic injustice,2024,Watchlist,Peripheral and Borderline Materials,Generic AI safety and language-bias background,substantial_full_text,peripheral,language modeling bias; epistemic injustice; marginalized language communities; anglo centric ai design; socio technical co design; neocolonial dynamics; lexical gap analysis; cultural homogenization; live language initiative; linguistic diversity,10,37,"Tags derived from the paper's conceptual critique of linguistic bias, its focus on marginalized communities, and the proposed socio-technical co-design framework, avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Exploring Large Language Models for Communication Games: An Empirical Study on Werewolf,2023,Watchlist,Peripheral and Borderline Materials,Generic negotiation and behavioral games,substantial_full_text,peripheral,incomplete information games; werewolf social deduction; tuning free agent framework; retrieval augmented reflection; non parametric experience learning; emergent strategic behavior; agent trust dynamics; gameplay experience pool; heuristic scoring evaluation; hallucination risk analysis,10,41,"Tags are derived from the paper's focus on LLMs in the Werewolf game using a tuning-free, retrieval-based framework, capturing the specific game type, methodological approach, emergent behaviors, and noted limitations like hallucination and heuristic reliance.",Qwen/Qwen3.6-35B-A3B,
Game-theoretic LLM: Agent Workflow for Negotiation Games,2024,Watchlist,Peripheral and Borderline Materials,Generic negotiation and behavioral games,substantial_full_text,peripheral,game theory evaluation; llm strategic reasoning; nash equilibrium computation; backward induction workflow; negotiation game benchmark; prisoner dilemma analysis; bayesian belief updating; dominant strategy search; incomplete information games; agent rationality assessment,10,39,"Tags derived from the paper's focus on evaluating LLM performance in specific game-theoretic contexts using structured reasoning workflows, avoiding forbidden broad AI terms.",Qwen/Qwen3.6-35B-A3B,
Generative Artificial Intelligence and Evaluating Strategic Decisions,2024,Curated,Peripheral and Borderline Materials,Business and managerial strategy,substantial_full_text,peripheral,strategic decision evaluation; artificial evaluator aggregation; business model assessment; startup viability ranking; expert judgment alignment; prompt diversity effects; scaling evaluation benefits; strategic foresight tool; managerial strategy support; strategic decision making,10,39,"Tags are derived from the paper's focus on aggregating LLM outputs for business strategy evaluation, using specific methodological and domain terms while avoiding all forbidden phrases.",Qwen/Qwen3.6-35B-A3B,
"Generative Exaggeration in LLM Social Agents: Consistency, Bias, and Toxicity",2025,Watchlist,Peripheral and Borderline Materials,Generic AI safety and language-bias background,substantial_full_text,peripheral,synthetic social agent simulation; political discourse modeling; generative exaggeration phenomenon; ideological polarization amplification; toxic language generation; prompt context fidelity effects; zero shot few shot initialization; user profile reconstruction bias; election simulation reliability; content moderation proxy limits,10,45,"Tags derive directly from the study's experimental design, findings on generative exaggeration, and specific limitations regarding U.S. election simulation and toxicity, avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
How Far Are We on the Decision-Making of LLMs? Evaluating LLMs' Gaming Ability in Multi-Agent Environments,2024,Watchlist,Peripheral and Borderline Materials,Generic negotiation and behavioral games,substantial_full_text,peripheral,multi agent game theory; strategic reasoning evaluation; dynamic game benchmark; chain of thought prompting; model generalization limits; cooperative game scenarios; sequential game analysis; robustness to temperature; test set leakage prevention; behavioral game simulation,10,42,"Tags derive directly from the paper's focus on evaluating LLMs in dynamic multi-agent game theory scenarios, highlighting specific methods like chain-of-thought and metrics like generalization limits, while avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
How Well Can AI Do Strategy? Empirical Benchmarking Using Strategy Simulations,2026,Watchlist,Peripheral and Borderline Materials,Business and managerial strategy,abstract_only,watchlist,strategy simulation benchmark; back bay battery simulation; llm strategic reasoning; exploitation bias detection; strategic uncertainty management; multi period decision making; frontier model decline; managerial strategy evaluation; llm strategy benchmarking,9,37,"Tags are derived from the abstract-only summary of a watchlist paper, focusing on the specific simulation, observed biases, and evaluation context without inferring unverified methodological details.",Qwen/Qwen3.6-35B-A3B,
Human‑Centered Governance for AI‑Augmented Decision Support in Public‑Sector Logistics,2025,Watchlist,Peripheral and Borderline Materials,Policy-adjacent service delivery and operations,substantial_full_text,peripheral,public sector logistics; human ai collaboration; sociotechnical systems theory; algorithmic impact assessment; human in the loop; democratic accountability; service distribution equity; routing optimization; governance architecture; transparency oversight,10,36,"Tags are derived directly from the paper's focus on public-sector logistics, human-AI collaboration models, and governance frameworks, avoiding forbidden broad terms by using specific operational and theoretical concepts found in the text.",Qwen/Qwen3.6-35B-A3B,
Improving Language Model Negotiation with Self-Play and In-Context Learning from AI Feedback,2023,Watchlist,Peripheral and Borderline Materials,Generic negotiation and behavioral games,substantial_full_text,peripheral,multi agent bargaining; self play training; ai feedback loops; in context learning; deal price optimization; agent stability risks; buyer seller dynamics; strategic reasoning; model alignment; autonomous negotiation,10,36,"Tags are derived directly from the paper's experimental setup (bargaining game), methodology (self-play, AI feedback, in-context learning), and findings (deal prices, stability risks, alignment), adhering to the peripheral strategy scope.",Qwen/Qwen3.6-35B-A3B,
LLM-Deliberation: Evaluating LLMs with Interactive Multi-Agent Negotiation Games,2023,Watchlist,Peripheral and Borderline Materials,Generic negotiation and behavioral games,substantial_full_text,peripheral,multi agent negotiation benchmark; strategic reasoning evaluation; theory of mind assessment; ai safety alignment research; multi party game simulation; cooperation competition dynamics; adversarial manipulation testing; chain of thought prompting; model capability disparity; greed deception susceptibility,10,44,"Tags are derived directly from the paper's focus on a novel multi-agent negotiation benchmark for evaluating LLM strategic reasoning, safety, and behavioral vulnerabilities in simulated game environments.",Qwen/Qwen3.6-35B-A3B,
Large Language Model–Powered Public Service Platforms for Automated Case Assistance and Decision Support,2023,Watchlist,Peripheral and Borderline Materials,Policy-adjacent service delivery and operations,abstract_only,watchlist,public service automation; case assistance systems; citizen request interpretation; social welfare administration; legal advisory systems; healthcare support portals; human in the loop validation; governance controls; public service delivery,9,36,"Tags are derived from the abstract-only summary of a conceptual architectural proposal, limiting inference to stated application domains and governance mechanisms without empirical data.",Qwen/Qwen3.6-35B-A3B,
Measuring Bargaining Abilities of LLMs: A Benchmark and A Buyer-Enhancement Method,2024,Watchlist,Peripheral and Borderline Materials,Generic negotiation and behavioral games,substantial_full_text,peripheral,bargaining benchmark; asymmetric negotiation; incomplete information game; buyer strategy evaluation; seller vulnerability; amazon price history; camelcamelcamel dataset; offer generation method; llm agent performance; deal rate optimization,10,35,"Tags derive directly from the paper's focus on benchmarking LLMs in asymmetric bargaining games using the AmazonHistoryPrice dataset, highlighting specific methodological components like the offer generator and performance metrics for buyers versus sellers.",Qwen/Qwen3.6-35B-A3B,
Multi-Agent Risks from Advanced AI,2025,Watchlist,Peripheral and Borderline Materials,Generic AI safety and language-bias background,substantial_full_text,peripheral,multi agent system risks; ai safety taxonomy; algorithmic collusion; agent miscoordination; emergent agency risks; network effect failures; information asymmetry agents; commitment problems ai; systemic ai failure modes; zero shot coordination tests,10,40,"Tags derive directly from the paper's structured taxonomy of multi-agent failure modes and risk factors, adhering to the peripheral scope and avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Nicer Than Humans: How do Large Language Models Behave in the Prisoner's Dilemma?,2024,Watchlist,Peripheral and Borderline Materials,Generic negotiation and behavioral games,substantial_full_text,peripheral,iterated prisoner dilemma; llm behavioral simulation; cooperation strategy analysis; meta prompting validation; model specific social bias; game theory agent evaluation; forgiveness behavior metrics; exploitative strategy detection; social dilemma benchmarking; alignment audit methodology,10,41,"Tags are derived from the paper's experimental design and findings regarding LLM behavior in social dilemmas, adhering to the peripheral material scope and avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Reproducing and Extending Experiments in Behavioral Strategy with Large Language Models,2024,Watchlist,Peripheral and Borderline Materials,Business and managerial strategy,substantial_full_text,watchlist,behavioral strategy research; llm agent proxy; human decision replication; alien game experiment; nk landscape search; exploitation exploration tradeoff; simulated think aloud; cognitive attention analysis; multi model sampling; output variance mitigation,10,39,"Tags focus on the specific experimental framework (Alien Game, NK landscape), the methodological role of LLMs as proxies, and the key findings regarding cognitive simulation and variance, avoiding forbidden broad AI terms.",Qwen/Qwen3.6-35B-A3B,
SOTOPIA: Interactive Evaluation for Social Intelligence in Language Agents,2023,Curated,Peripheral and Borderline Materials,Generic negotiation and behavioral games,substantial_full_text,peripheral,social intelligence evaluation; multi turn role playing; strategic communication benchmark; secret keeping assessment; norm adherence measurement; goal completion metrics; relationship maintenance scoring; automated social evaluator; procedural scenario generation; human baseline comparison,10,40,"Tags are derived directly from the paper's description of the SOTOPIA environment, its specific evaluation dimensions (e.g., secret-keeping, norm adherence), and the comparative methodology against human baselines, avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
