seed_file,seed_id,seed_priority,seed_category,seed_title,seed_short_name,seed_source_url,seed_notes,resolved_paperId,resolved_title,match_status,year,citationCount,referenceCount,venue,publicationTypes,authors,doi,arxiv,url,abstract
llm_geopolitics_geoeconomics_governance_papers.csv,27,Important,"Geoeconomics, macro-finance, and supply chain",Macroeconomic Forecasting with Large Language Models,,https://arxiv.org/pdf/2407.00890,Useful for connecting geopolitical shocks to macroeconomic forecasting.,687885c1c598d2f8424980d60de9b89b60a9599d,Macroeconomic Forecasting with Large Language Models,exact,2024,14,61,arXiv.org,JournalArticle,Andrea Carriero; Davide Pettenuzzo; Shubhranshu Shekhar,10.48550/arXiv.2407.00890,2407.00890,https://www.semanticscholar.org/paper/687885c1c598d2f8424980d60de9b89b60a9599d,"This paper presents a comparative analysis evaluating the accuracy of Large Language Models (LLMs) against traditional macro time series forecasting approaches. In recent times, LLMs have surged in popularity for forecasting due to their ability to capture intricate patterns in data and quickly adapt across very different domains. However, their effectiveness in forecasting macroeconomic time series data compared to conventional methods remains an area of interest. To address this, we conduct a rigorous evaluation of LLMs against traditional macro forecasting methods, using as common ground the FRED-MD database. Our findings provide valuable insights into the strengths and limitations of LLMs in forecasting macroeconomic time series, shedding light on their applicability in real-world scenarios"
llm_geopolitics_geoeconomics_governance_papers.csv,28,Important,"Geoeconomics, macro-finance, and supply chain",A Large-Scale LLM Analysis of Central Bank Communication,,https://www.imf.org/-/media/files/publications/wp/2025/english/wpiea2025109-print-pdf.pdf,Relevant for policy signal extraction and macro-financial expectation analysis.,3cf586a2bbdcb9bf9860b6ddf952e3a038d51811,perspectives on Bitcoin and second-generation cryptocurrencies,low_confidence_top_result,2015,21,115,,Review,Joseph Bonneau; Andrew K. Miller; Jeremy Clark; Arvind Narayanan; Joshua A. Kroll; E. Felten,,,https://www.semanticscholar.org/paper/3cf586a2bbdcb9bf9860b6ddf952e3a038d51811,
llm_geopolitics_geoeconomics_governance_papers.csv,29,Important,"Geoeconomics, macro-finance, and supply chain",Decomposing macroeconomic sentiment with LLMs,,https://www.bis.org/publ/work1294.pdf,Good example of language models as macro narrative parsers.,bf3cb2061a46cf8aee03968545acee4a6a0747a7,Is Bitcoin A Hedge Against Central Banking? Evidence from AI-Driven Monetary Policy Expectations,low_confidence_top_result,2026,0,50,,,M. Nicolas; F. Sicard; M. Labouré; Zixin Sun; Anah'i Rodr'iguez-Mart'inez,,2604.08825,https://www.semanticscholar.org/paper/bf3cb2061a46cf8aee03968545acee4a6a0747a7,"This study investigates the transmission of monetary policy narratives to Bitcoin prices, distinguishing the impact of ex-ante expectations from ex-post interest rate implementation. We introduce a high-frequency Monetary Policy Expectations (MPE) index, using a Large Language Model (LLM)-based classification of 118,000+ market messages to achieve a precise hawkish/dovish decomposition. Results from a framework combining Long Short-Term Memory (LSTM) networks with SHapley Additive exPlanations (SHAP) indicate that Bitcoin functions as a sensitive barometer of central bank signaling; specifically, hawkish narratives consistently trigger negative price responses independently of actual Federal Funds Rate adjustments. We demonstrate that the MPE index Granger-causes Bitcoin returns at short-to-medium horizons, establishing linear predictive causality, while the LSTM-SHAP framework reveals pronounced non-linear, macroeconomic regime-dependent interactions. These findings highlight Bitcoin's structural sensitivity to global monetary discourse, establishing LLM-derived sentiment as a potent leading macroeconomic indicator for the digital asset landscape."
llm_geopolitics_geoeconomics_governance_papers.csv,30,Optional,"Geoeconomics, macro-finance, and supply chain","Forecasting Federal Fund Rates with AI: Long Short-Term Memory, Gated Recurrent Unit, and LLM",,https://amro-asia.org/wp-content/uploads/2025/09/AMRO_WP_25_10_FedAI_model.pdf,Useful if the review includes monetary-policy decision prediction.,,,not_found,,,,,,,,,,
llm_geopolitics_geoeconomics_governance_papers.csv,31,Important,"Geoeconomics, macro-finance, and supply chain",BloombergGPT: A Large Language Model for Finance,,https://arxiv.org/abs/2303.17564,Foundational finance-specialized language model relevant to geoeconomic intelligence systems.,83edcfbb206ddad38a971d605da09390604248ea,BloombergGPT: A Large Language Model for Finance,exact,2023,1294,138,arXiv.org,JournalArticle,Shijie Wu; Ozan Irsoy; Steven Lu; Vadim Dabravolski; Mark Dredze; Sebastian Gehrmann; P. Kambadur; David Stuart Rosenberg; Gideon Mann,,2303.17564,https://www.semanticscholar.org/paper/83edcfbb206ddad38a971d605da09390604248ea,"The use of NLP in the realm of financial technology is broad and complex, with applications ranging from sentiment analysis and named entity recognition to question answering. Large Language Models (LLMs) have been shown to be effective on a variety of tasks; however, no LLM specialized for the financial domain has been reported in literature. In this work, we present BloombergGPT, a 50 billion parameter language model that is trained on a wide range of financial data. We construct a 363 billion token dataset based on Bloomberg's extensive data sources, perhaps the largest domain-specific dataset yet, augmented with 345 billion tokens from general purpose datasets. We validate BloombergGPT on standard LLM benchmarks, open financial benchmarks, and a suite of internal benchmarks that most accurately reflect our intended usage. Our mixed dataset training leads to a model that outperforms existing models on financial tasks by significant margins without sacrificing performance on general LLM benchmarks. Additionally, we explain our modeling choices, training process, and evaluation methodology. We release Training Chronicles (Appendix C) detailing our experience in training BloombergGPT."
llm_geopolitics_geoeconomics_governance_papers.csv,32,Important,"Geoeconomics, macro-finance, and supply chain",FinGPT: Open-Source Financial Large Language Models,,https://arxiv.org/abs/2306.06031,Relevant for building open-source geoeconomic analysis pipelines.,5dea206e2a36e672f197252bdd27d156d058f48c,FinGPT: Open-Source Financial Large Language Models,exact,2023,380,30,Social Science Research Network,JournalArticle,Hongyang Yang; Xiao-Yang Liu; Chris Wang,10.48550/arXiv.2306.06031,2306.06031,https://www.semanticscholar.org/paper/5dea206e2a36e672f197252bdd27d156d058f48c,"Large language models (LLMs) have shown the potential of revolutionizing natural language processing tasks in diverse domains, sparking great interest in finance. Accessing high-quality financial data is the first challenge for financial LLMs (FinLLMs). While proprietary models like BloombergGPT have taken advantage of their unique data accumulation, such privileged access calls for an open-source alternative to democratize Internet-scale financial data. In this paper, we present an open-source large language model, FinGPT, for the finance sector. Unlike proprietary models, FinGPT takes a data-centric approach, providing researchers and practitioners with accessible and transparent resources to develop their FinLLMs. We highlight the importance of an automatic data curation pipeline and the lightweight low-rank adaptation technique in building FinGPT. Furthermore, we showcase several potential applications as stepping stones for users, such as robo-advising, algorithmic trading, and low-code development. Through collaborative efforts within the open-source AI4Finance community, FinGPT aims to stimulate innovation, democratize FinLLMs, and unlock new opportunities in open finance. Two associated code repos are https://github.com/AI4Finance-Foundation/FinGPT and https://github.com/AI4Finance-Foundation/FinNLP"
llm_geopolitics_geoeconomics_governance_papers.csv,33,Important,"Geoeconomics, macro-finance, and supply chain",FinBen: A Holistic Financial Benchmark for Large Language Models,,https://arxiv.org/abs/2402.12659,Useful evaluation template for geoeconomic and financial language model systems.,b39aba9b515723745c994aa0fbd80a566c268282,FinBen: A Holistic Financial Benchmark for Large Language Models,exact,2024,143,99,Neural Information Processing Systems,JournalArticle,Qianqian Xie; Weiguang Han; Zhengyu Chen; Ruoyu Xiang; Xiao Zhang; Yueru He; Mengxi Xiao; Dong Li; Yongfu Dai; Duanyu Feng; Yijing Xu; Haoqiang Kang; Zi-Zhou Kuang; Chenhan Yuan; Kailai Yang; Zheheng Luo; Tianlin Zhang; Zhiwei Liu; Guojun Xiong; Zhiyang Deng; Yuechen Jiang; Zhiyuan Yao; Haohang Li; Yangyang Yu; Gang Hu; Jiajia Huang; Xiao-Yang Liu; Alejandro Lopez-Lira; Benyou Wang; Yanzhao Lai; Hao Wang; Min Peng; Sophia Ananiadou; Jimin Huang,10.52202/079017-3033,2402.12659,https://www.semanticscholar.org/paper/b39aba9b515723745c994aa0fbd80a566c268282,"LLMs have transformed NLP and shown promise in various fields, yet their potential in finance is underexplored due to a lack of comprehensive evaluation benchmarks, the rapid development of LLMs, and the complexity of financial tasks. In this paper, we introduce FinBen, the first extensive open-source evaluation benchmark, including 36 datasets spanning 24 financial tasks, covering seven critical aspects: information extraction (IE), textual analysis, question answering (QA), text generation, risk management, forecasting, and decision-making. FinBen offers several key innovations: a broader range of tasks and datasets, the first evaluation of stock trading, novel agent and Retrieval-Augmented Generation (RAG) evaluation, and three novel open-source evaluation datasets for text summarization, question answering, and stock trading. Our evaluation of 15 representative LLMs, including GPT-4, ChatGPT, and the latest Gemini, reveals several key findings: While LLMs excel in IE and textual analysis, they struggle with advanced reasoning and complex tasks like text generation and forecasting. GPT-4 excels in IE and stock trading, while Gemini is better at text generation and forecasting. Instruction-tuned LLMs improve textual analysis but offer limited benefits for complex tasks such as QA. FinBen has been used to host the first financial LLMs shared task at the FinNLP-AgentScen workshop during IJCAI-2024, attracting 12 teams. Their novel solutions outperformed GPT-4, showcasing FinBen's potential to drive innovation in financial LLMs. All datasets, results, and codes are released for the research community: https://github.com/The-FinAI/PIXIU."
llm_geopolitics_geoeconomics_governance_papers.csv,34,Optional / Engineering,"Geoeconomics, macro-finance, and supply chain",FinRobot: An Open-Source AI Agent Platform for Financial Applications,,https://arxiv.org/abs/2405.14767,Engineering reference for agentic financial analysis pipelines.,780881ba7440fb95ebc7114d8f219466275102f8,FinRobot: An Open-Source AI Agent Platform for Financial Applications using Large Language Models,near,2024,41,60,arXiv.org,JournalArticle,Hongyang Yang; Boyu Zhang; Neng Wang; Chengkai Guo; Xiaoli Zhang; Likun Lin; Junlin Wang; Tianyu Zhou; Mao Guan; Runjia Zhang; Chris Wang,10.48550/arXiv.2405.14767,2405.14767,https://www.semanticscholar.org/paper/780881ba7440fb95ebc7114d8f219466275102f8,"As financial institutions and professionals increasingly incorporate Large Language Models (LLMs) into their workflows, substantial barriers, including proprietary data and specialized knowledge, persist between the finance sector and the AI community. These challenges impede the AI community's ability to enhance financial tasks effectively. Acknowledging financial analysis's critical role, we aim to devise financial-specialized LLM-based toolchains and democratize access to them through open-source initiatives, promoting wider AI adoption in financial decision-making. In this paper, we introduce FinRobot, a novel open-source AI agent platform supporting multiple financially specialized AI agents, each powered by LLM. Specifically, the platform consists of four major layers: 1) the Financial AI Agents layer that formulates Financial Chain-of-Thought (CoT) by breaking sophisticated financial problems down into logical sequences; 2) the Financial LLM Algorithms layer dynamically configures appropriate model application strategies for specific tasks; 3) the LLMOps and DataOps layer produces accurate models by applying training/fine-tuning techniques and using task-relevant data; 4) the Multi-source LLM Foundation Models layer that integrates various LLMs and enables the above layers to access them directly. Finally, FinRobot provides hands-on for both professional-grade analysts and laypersons to utilize powerful AI techniques for advanced financial analysis. We open-source FinRobot at \url{https://github.com/AI4Finance-Foundation/FinRobot}."
llm_geopolitics_geoeconomics_governance_papers.csv,35,Important,"Geoeconomics, macro-finance, and supply chain",Digital innovation and supply chain risk: A large language model approach,,https://www.sciencedirect.com/science/article/abs/pii/S0927538X25001362,Useful for connecting geoeconomic shock exposure to firms and supply chains.,11d1d34523bf4c114dee9aa9eb85b06a021e0760,Digital innovation and supply chain risk: A large language model-based analysis,near,2025,7,60,Pacific-Basin Finance Journal,JournalArticle,Siyu Fan; Dongmin Kong; Yifei Wu; Honghai Yu,10.1016/j.pacfin.2025.102799,,https://www.semanticscholar.org/paper/11d1d34523bf4c114dee9aa9eb85b06a021e0760,
llm_geopolitics_geoeconomics_governance_papers.csv,36,Important,"Geoeconomics, macro-finance, and supply chain",Benchmarking large language models for supply chain risk identification within LARD-SC,,https://www.researchgate.net/publication/395957937_Benchmarking_large_language_models_for_supply_chain_risk_identification_an_extended_evaluation_within_the_LARD-SC_framework,Good benchmark-style paper for supply-chain risk extraction.,0258d13e84238957c3821d1ce76716aa2b4facff,Benchmarking large language models for supply chain risk identification: an extended evaluation within the LARD-SC framework,near,2025,3,10,Service Oriented Computing and Applications,JournalArticle; Review,Mingdong Zhao; O. Hussain; Yu Zhang; Morteza Saberi; Abderrahmane Leshob,10.1007/s11761-025-00474-7,,https://www.semanticscholar.org/paper/0258d13e84238957c3821d1ce76716aa2b4facff,
llm_geopolitics_geoeconomics_governance_papers.csv,37,Optional / Engineering,"Geoeconomics, macro-finance, and supply chain",Leveraging large language models to enhance multi-agent framework for supply chain networks,,https://www.tandfonline.com/doi/full/10.1080/00207543.2026.2619562,Useful for geoeconomic shock simulation across supply-chain networks.,b7cb225911f27b8d800f6d1cba7c18638c9f43f1,Leveraging large language models to enhance multi-agent risk assessment in supply chain networks,near,2026,0,38,International Journal of Production Research,JournalArticle,Yinzhu Quan; Zefang Liu; Frédérick Bénaben; Benoît Montreuil,10.1080/00207543.2026.2619562,,https://www.semanticscholar.org/paper/b7cb225911f27b8d800f6d1cba7c18638c9f43f1,
llm_geopolitics_geoeconomics_governance_papers.csv,38,Core,Multi-agent and social simulation,Generative Agents: Interactive Simulacra of Human Behavior,,https://arxiv.org/abs/2304.03442,Foundational architecture for large language model based agent simulations.,5278a8eb2ba2429d4029745caf4e661080073c81,Generative Agents: Interactive Simulacra of Human Behavior,exact,2023,4038,113,ACM Symposium on User Interface Software and Technology,Book; JournalArticle; Conference,J. Park; Joseph O'Brien; Carrie J. Cai; M. Morris; Percy Liang; Michael S. Bernstein,10.1145/3586183.3606763,2304.03442,https://www.semanticscholar.org/paper/5278a8eb2ba2429d4029745caf4e661080073c81,"Believable proxies of human behavior can empower interactive applications ranging from immersive environments to rehearsal spaces for interpersonal communication to prototyping tools. In this paper, we introduce generative agents: computational software agents that simulate believable human behavior. Generative agents wake up, cook breakfast, and head to work; artists paint, while authors write; they form opinions, notice each other, and initiate conversations; they remember and reflect on days past as they plan the next day. To enable generative agents, we describe an architecture that extends a large language model to store a complete record of the agent’s experiences using natural language, synthesize those memories over time into higher-level reflections, and retrieve them dynamically to plan behavior. We instantiate generative agents to populate an interactive sandbox environment inspired by The Sims, where end users can interact with a small town of twenty-five agents using natural language. In an evaluation, these generative agents produce believable individual and emergent social behaviors. For example, starting with only a single user-specified notion that one agent wants to throw a Valentine’s Day party, the agents autonomously spread invitations to the party over the next two days, make new acquaintances, ask each other out on dates to the party, and coordinate to show up for the party together at the right time. We demonstrate through ablation that the components of our agent architecture—observation, planning, and reflection—each contribute critically to the believability of agent behavior. By fusing large language models with computational interactive agents, this work introduces architectural and interaction patterns for enabling believable simulations of human behavior."
llm_geopolitics_geoeconomics_governance_papers.csv,39,Important,Multi-agent and social simulation,"Out of One, Many: Using Language Models to Simulate Human Samples",,https://www.cambridge.org/core/journals/political-analysis/article/out-of-one-many-using-language-models-to-simulate-human-samples/035D7C8A55B237942FB6DBAD7CAA4E49,Central paper for synthetic population and political survey simulation debates.,f4e612658bde9db88abfd455b99f181fdc536996,"Out of One, Many: Using Language Models to Simulate Human Samples",exact,2022,1020,44,Political Analysis,JournalArticle; Review,Lisa P. Argyle; E. Busby; Nancy Fulda; Joshua R Gubler; Christopher Rytting; David Wingate,10.1017/pan.2023.2,2209.06899,https://www.semanticscholar.org/paper/f4e612658bde9db88abfd455b99f181fdc536996,"Abstract We propose and explore the possibility that language models can be studied as effective proxies for specific human subpopulations in social science research. Practical and research applications of artificial intelligence tools have sometimes been limited by problematic biases (such as racism or sexism), which are often treated as uniform properties of the models. We show that the “algorithmic bias” within one such tool—the GPT-3 language model—is instead both fine-grained and demographically correlated, meaning that proper conditioning will cause it to accurately emulate response distributions from a wide variety of human subgroups. We term this property algorithmic fidelity and explore its extent in GPT-3. We create “silicon samples” by conditioning the model on thousands of sociodemographic backstories from real human participants in multiple large surveys conducted in the United States. We then compare the silicon and human samples to demonstrate that the information contained in GPT-3 goes far beyond surface similarity. It is nuanced, multifaceted, and reflects the complex interplay between ideas, attitudes, and sociocultural context that characterize human attitudes. We suggest that language models with sufficient algorithmic fidelity thus constitute a novel and powerful tool to advance understanding of humans and society across a variety of disciplines."
llm_geopolitics_geoeconomics_governance_papers.csv,40,Important,Multi-agent and social simulation,Using Large Language Models to Simulate Multiple Humans and Replicate Human Subject Studies,,https://proceedings.mlr.press/v202/aher23a/aher23a.pdf,Important early empirical work on language models as simulated study participants.,59b3fbf146b29b581b677ec4384f14cee87997a4,Using Large Language Models to Simulate Multiple Humans and Replicate Human Subject Studies,exact,2022,659,64,International Conference on Machine Learning,JournalArticle; Conference,Gati Aher; RosaI. Arriaga; A. Kalai,,2208.10264,https://www.semanticscholar.org/paper/59b3fbf146b29b581b677ec4384f14cee87997a4,"We introduce a new type of test, called a Turing Experiment (TE), for evaluating to what extent a given language model, such as GPT models, can simulate different aspects of human behavior. A TE can also reveal consistent distortions in a language model's simulation of a specific human behavior. Unlike the Turing Test, which involves simulating a single arbitrary individual, a TE requires simulating a representative sample of participants in human subject research. We carry out TEs that attempt to replicate well-established findings from prior studies. We design a methodology for simulating TEs and illustrate its use to compare how well different language models are able to reproduce classic economic, psycholinguistic, and social psychology experiments: Ultimatum Game, Garden Path Sentences, Milgram Shock Experiment, and Wisdom of Crowds. In the first three TEs, the existing findings were replicated using recent models, while the last TE reveals a""hyper-accuracy distortion""present in some language models (including ChatGPT and GPT-4), which could affect downstream applications in education and the arts."
llm_geopolitics_geoeconomics_governance_papers.csv,41,Core,Multi-agent and social simulation,"Generative Agent Simulations of 1,000 People",,https://arxiv.org/abs/2411.10109,Major external-validity oriented work for large scale human simulation.,1ce67f5655d86b248a61548d661cf821deff5ad8,Examining Evacuee Response to Emergency Communications with Agent-Based Simulations,low_confidence_top_result,2021,6,81,Sustainability,,Natalie van der Wal; Daniel Formolo; M. Robinson; S. Gwynne,10.3390/SU13094623,,https://www.semanticscholar.org/paper/1ce67f5655d86b248a61548d661cf821deff5ad8,"To improve communication during emergencies, this research introduces an agent-based modeling (ABM) method to test the effect of psychological emergency communication strategies on evacuation performance. We follow a generative social science approach in which agent-based simulations allow for testing different candidate solutions. Unlike traditional methods, such as laboratory experiments and field observations, ABM simulation allows high-risk and infrequent scenarios to be empirically examined before applying the lessons in the real world. This is essential, as emergency communication with diverse crowds can be challenging due to language barriers, conflicting social identities, different cultural mindsets, and crowd demographics. Improving emergency communication could therefore improve evacuations, reduce injuries, and ultimately save lives. We demonstrate this ABM method by determining the effectiveness of three communication strategies for different crowd compositions in transport terminals: (1) dynamic emergency exit floor lighting directing people to exits, (2) staff guiding people to exits with verbal and physical instructions, and (3) public announcements in English. The simulation results indicated that dynamic emergency exit floor lighting and staff guiding people to exits were only beneficial for high-density crowds and those unfamiliar with the environment. Furthermore, English public announcements actually slowed the evacuation for mainly English-speaking crowds, due to simultaneous egress causing congestion at exits, but improved evacuation speed in multicultural, multilingual crowds. Based on these results, we make recommendations about which communication strategies to apply in the real world to demonstrate the utility of this ABM simulation approach for risk assessment practice."
llm_geopolitics_geoeconomics_governance_papers.csv,42,Important,Multi-agent and social simulation,AgentSociety: Large-Scale Simulation of LLM-Driven Generative Agents Advances Understanding of Human Behaviors and Society,,https://arxiv.org/abs/2502.08691,Useful for large-scale policy and social-dynamics simulation.,84491b4d65c4cd0c641a4aedf9935ef829757e83,AgentSociety: Large-Scale Simulation of LLM-Driven Generative Agents Advances Understanding of Human Behaviors and Society,exact,2025,141,121,arXiv.org,JournalArticle; Review,J. Piao; Yuwei Yan; Jun Zhang; Nian Li; Junbo Yan; Xiaochong Lan; Zhihong Lu; Zhiheng Zheng; Jing Yi Wang; Di Zhou; Chen Gao; Fengli Xu; Fang Zhang; Ke Rong; Jun Su; Yong Li,10.48550/arXiv.2502.08691,2502.08691,https://www.semanticscholar.org/paper/84491b4d65c4cd0c641a4aedf9935ef829757e83,"Understanding human behavior and society is a central focus in social sciences, with the rise of generative social science marking a significant paradigmatic shift. By leveraging bottom-up simulations, it replaces costly and logistically challenging traditional experiments with scalable, replicable, and systematic computational approaches for studying complex social dynamics. Recent advances in large language models (LLMs) have further transformed this research paradigm, enabling the creation of human-like generative social agents and realistic simulacra of society. In this paper, we propose AgentSociety, a large-scale social simulator that integrates LLM-driven agents, a realistic societal environment, and a powerful large-scale simulation engine. Based on the proposed simulator, we generate social lives for over 10k agents, simulating their 5 million interactions both among agents and between agents and their environment. Furthermore, we explore the potential of AgentSociety as a testbed for computational social experiments, focusing on five key social issues: polarization, the spread of inflammatory messages, the effects of universal basic income policies, the impact of external shocks such as hurricanes, and urban sustainability. These five issues serve as valuable cases for assessing AgentSociety's support for typical research methods -- such as surveys, interviews, and interventions -- as well as for investigating the patterns, causes, and underlying mechanisms of social issues. The alignment between AgentSociety's outcomes and real-world experimental results not only demonstrates its ability to capture human behaviors and their underlying mechanisms, but also underscores its potential as an important platform for social scientists and policymakers."
llm_geopolitics_geoeconomics_governance_papers.csv,43,Important,Multi-agent and social simulation,S3: Social-network Simulation System with Large Language Model-Empowered Agents,,https://arxiv.org/pdf/2307.14984,"Relevant for public opinion, information operations, and social-media dynamics.",221a72a3631ebf8b555c27bc864338390611feb1,S3: Social-network Simulation System with Large Language Model-Empowered Agents,exact,2023,299,45,Social Science Research Network,JournalArticle,Chen Gao; Xiaochong Lan; Zhi-jie Lu; J. Mao; J. Piao; Huandong Wang; Depeng Jin; Yong Li,10.48550/arXiv.2307.14984,2307.14984,https://www.semanticscholar.org/paper/221a72a3631ebf8b555c27bc864338390611feb1,"Social network simulation plays a crucial role in addressing various challenges within social science. It offers extensive applications such as state prediction, phenomena explanation, and policy-making support, among others. In this work, we harness the formidable human-like capabilities exhibited by large language models (LLMs) in sensing, reasoning, and behaving, and utilize these qualities to construct the S$^3$ system (short for $\textbf{S}$ocial network $\textbf{S}$imulation $\textbf{S}$ystem). Adhering to the widely employed agent-based simulation paradigm, we employ prompt engineering and prompt tuning techniques to ensure that the agent's behavior closely emulates that of a genuine human within the social network. Specifically, we simulate three pivotal aspects: emotion, attitude, and interaction behaviors. By endowing the agent in the system with the ability to perceive the informational environment and emulate human actions, we observe the emergence of population-level phenomena, including the propagation of information, attitudes, and emotions. We conduct an evaluation encompassing two levels of simulation, employing real-world social network data. Encouragingly, the results demonstrate promising accuracy. This work represents an initial step in the realm of social network simulation empowered by LLM-based agents. We anticipate that our endeavors will serve as a source of inspiration for the development of simulation systems within, but not limited to, social science."
llm_geopolitics_geoeconomics_governance_papers.csv,44,Important,Multi-agent and social simulation,GA-S3: Comprehensive Social Network Simulation with Group Agents,,https://aclanthology.org/2025.findings-acl.468.pdf,Useful because geopolitical and governance actors are often collective rather than individual.,a57aed5580e3fe471bc10750942cefb02a231152,GA-S3: Comprehensive Social Network Simulation with Group Agents,exact,2025,16,64,Annual Meeting of the Association for Computational Linguistics,JournalArticle; Conference,Yunyao Zhang; Zikai Song; Hang Zhou; Wenfeng Ren; Yi-Ping Phoebe Chen; Junqing Yu; Wei Yang,10.48550/arXiv.2506.03532,2506.03532,https://www.semanticscholar.org/paper/a57aed5580e3fe471bc10750942cefb02a231152,"Social network simulation is developed to provide a comprehensive understanding of social networks in the real world, which can be leveraged for a wide range of applications such as group behavior emergence, policy optimization, and business strategy development. However, billions of individuals and their evolving interactions involved in social networks pose challenges in accurately reflecting real-world complexities. In this study, we propose a comprehensive Social Network Simulation System (GA-S3) that leverages newly designed Group Agents to make intelligent decisions regarding various online events. Unlike other intelligent agents that represent an individual entity, our group agents model a collection of individuals exhibiting similar behaviors, facilitating the simulation of large-scale network phenomena with complex interactions at a manageable computational cost. Additionally, we have constructed a social network benchmark from 2024 popular online events that contains fine-grained information on Internet traffic variations. The experiment demonstrates that our approach is capable of achieving accurate and highly realistic prediction results. Code is open at https://github.com/AI4SS/GAS-3."
llm_geopolitics_geoeconomics_governance_papers.csv,45,Important,"Governance, democracy, policy, and political influence",Large Language Models as agents for augmented democracy,,https://royalsocietypublishing.org/rsta/article/382/2285/20240100/108429/Large-language-models-LLMs-as-agents-for-augmented,Key for participatory governance and collective decision-making applications.,990c5e534b5f2bef8df1ec588731ba9c69fe091d,Need of retrieval augmented generation for conversational assistants for government social welfare scheme popularization,low_confidence_top_result,2024,0,0,International Journal of Science and Research Archive,JournalArticle,Vaidheeswaran Vaishnav; Guru Omkar Nathan,10.30574/ijsra.2024.13.1.1747,,https://www.semanticscholar.org/paper/990c5e534b5f2bef8df1ec588731ba9c69fe091d,"Governments allocate substantial resources to uplift under-privileged communities through various assistance schemes. Despite these efforts, the effectiveness of such initiatives often fails due to variety of reasons including cryptic nature of information available, lack of awareness to the needy people and or lack of transparency. In India, a vast and diverse developing democracy, these challenges are exacerbated by disparities in access to information. To address these issues, we explored the use of conversational AI technologies, including chatbots, which have seen successful application in many developed nations. Conversational AI agents often get challenged to a variety of factual inaccuracies and other types of hallucinations. Our study compares the accuracy of responses across different architectures: Our architectures integrate advancements in natural language processing, such as large language models (LLMs) and retrieval-augmented generation (RAG), along with automatic speech recognition (ASR), knowledge distillation, hybrid retrieval strategies, and text-to-speech systems. Overall this research experiments demonstrate that leveraging retrieval augmented generation using the same model embeddings substantially improves the quality of the output, its similarity to desired responses. This also reduces hallucinations. We also notice that larger models perform better than smaller parameter models."
llm_geopolitics_geoeconomics_governance_papers.csv,46,Important,"Governance, democracy, policy, and political influence",Sci2Pol: Evaluating and Fine-tuning LLMs on Scientific-to-Policy Brief Generation,,https://arxiv.org/abs/2509.21493,Useful for policy decision support and evidence-to-policy workflows.,1c5fac86733f002e94d967037425af5635678857,Sci2Pol: Evaluating and Fine-tuning LLMs on Scientific-to-Policy Brief Generation,exact,2025,0,0,arXiv.org,JournalArticle,Weimin Wu; Alexander C. Furnas; Eddie Yang; Gefei Liu; Akhil Pandey Akella; Xuefeng Song; Dashun Wang; Han Liu,10.48550/arXiv.2509.21493,2509.21493,https://www.semanticscholar.org/paper/1c5fac86733f002e94d967037425af5635678857,"We propose Sci2Pol-Bench and Sci2Pol-Corpus, the first benchmark and training dataset for evaluating and fine-tuning large language models (LLMs) on policy brief generation from a scientific paper. We build Sci2Pol-Bench on a five-stage taxonomy to mirror the human writing process: (i) Autocompletion, (ii) Understanding, (iii) Summarization, (iv) Generation, and (v) Verification. It features 18 tasks in multiple-choice and open-ended formats. Specifically, for the Generation stage, we show that BERTScore and ROUGE scores fail to capture the quality of brief writing, and introduce a new LLM-based evaluation metric aligned with expert judgement. Using this benchmark, we evaluate 13 leading open-source and commercial LLMs to uncover key limitations. To improve LLM performance on brief writing, we curate the Sci2Pol-Corpus for fine-tuning. We start by linking each cited scientific paper to its corresponding policy document, drawn from 5.6 million policy records. This produces 140,000 candidate pairs. We then employ an LLM-as-a-judge to filter high-quality examples, followed by in-context polishing using three expert-written samples as references. This process yields a final set of 639 new pairs. Finally, we fine-tune three models on Sci2Pol-Corpus: LLaMA-3.18B, Gemma-12B, and Gemma-27B. Fine-tuning leads to consistent performance improvements across Sci2Pol-Bench. Notably, after fine-tuning, Gemma-27B surpasses the much larger GPT-4o and DeepSeek-V3 (671B). These demonstrate the effectiveness of our corpus in bridging the gap between science and policy."
